Dokument ID;Nachname;Vorname;Pseudonym;Gender;Titel;Untertitel_im_Text;Untertitel_im_Inhaltsverzeichnis;Jahr_ED;entstanden;Gattungslabel_ED;Gattungslabel_ED_normalisiert;Medium_ED;Medientyp_ED;Hg.;Kanon_Status;Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position);seriell;Seiten;Medium_Zweitdruck;Jahr_Zweitdruck;Label_Zweitdruck;Medium_Drittdruck;Jahr_Drittdruck;Label_Drittdruck;in_Deutscher_Novellenschatz_(Heyse);in_Pantheon;in_RUB_Sammlung;in_B-v-Wiese;Verantwortlich_Erfassung;falls andere Quelle;Herkunft_Prätext_lt_Paratext;Wahrheitsbeglaubigung_lt_Paratext;Bearbeitungsqualität;ist_spätere_Fassung_von;UrhGeschBis;falls_Episode_als_Ganztext_erfasst;Kontrafaktizität_annotiert
00883-126;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-127;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-128;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-129;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-130;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-131;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-132;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-133;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-134;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-135;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-136;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-137;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-138;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-139;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-140;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-141;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-142;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-143;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-144;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-145;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-146;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-147;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-148;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-149;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-150;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-151;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-152;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-153;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-154;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-155;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-156;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-157;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-158;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-159;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-160;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-161;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-162;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-163;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-164;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-165;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-166;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-167;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-168;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-169;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-170;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-171;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-172;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-173;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-174;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-175;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-176;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-177;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-178;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-179;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-180;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-181;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-182;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-183;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-184;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-185;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-186;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-187;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-188;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-189;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-190;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-191;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-192;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-193;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-194;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-195;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
